date,hour,temperature_c,cloud_cover_pct,uv_index,wind_speed_kmh,humidity_pct,solar_irradiance_wm2,panel_output_kwh,grid_export_kwh
2025-01-16,22,20.2,43.9,0,7.9,67.1,0,0,0
2025-01-16,23,20.2,30.2,0,16.2,86.5,0,0,0
2025-01-17,0,18.4,0,0,17.8,43.9,0,0,0
2025-01-17,1,18.4,3.4,0,6.5,36.4,0,0,0
2025-01-17,2,18.4,7.8,0,9.2,40.6,0,0,0
2025-01-17,3,18.4,35.2,0,13.9,80.2,0,0,0
2025-01-17,4,18.4,32.9,0,9.3,43.1,0,0,0
2025-01-17,5,18.4,30.8,0,5.7,54.4,0,0,0
2025-01-17,6,21.4,41.9,0,9.8,69.5,0,0,0
2025-01-17,7,22.7,31.1,1.57,11.3,51.1,172.5,0.311,0.133
2025-01-17,8,24.0,22.7,3.3,14.4,36.8,365.0,0.657,0
2025-01-17,9,25.1,21.8,4.71,12.3,39.8,520.7,0.937,0
2025-01-17,10,26.0,42.4,4.67,17.6,52.9,503.8,0.903,0.284
2025-01-17,11,26.8,48.1,4.87,16.3,57.0,521.2,0.932,0.909
2025-01-17,12,27.2,36.2,5.78,19.6,55.7,628.8,1.122,0.939
2025-01-17,13,27.4,33.4,5.74,11.5,60.4,627.4,1.119,1.092
2025-01-17,14,27.2,17.3,6.01,11.3,44.0,666.9,1.19,0.09
2025-01-17,15,26.8,27.5,4.46,13.5,58.6,490.8,0.877,0
2025-01-17,16,26.0,0,4.0,11.7,48.8,450.0,0.807,0
2025-01-17,17,25.1,19.4,1.76,6.6,65.5,195.3,0.351,0
2025-01-17,18,24.0,18.7,0.0,11.8,52.8,0.0,0.0,0
2025-01-17,19,22.7,3.5,0,4.5,66.4,0,0,0
2025-01-17,20,21.4,33.3,0,17.0,80.7,0,0,0
2025-01-17,21,18.4,42.8,0,13.8,40.6,0,0,0
2025-01-17,22,18.4,15.2,0,17.5,76.2,0,0,0
2025-01-17,23,18.4,7.7,0,6.4,42.1,0,0,0
2025-01-18,0,21.3,58.0,0,9.0,43.6,0,0,0
2025-01-18,1,21.3,18.2,0,19.7,51.2,0,0,0
2025-01-18,2,21.3,11.5,0,17.9,83.0,0,0,0
2025-01-18,3,21.3,19.7,0,10.1,69.8,0,0,0
2025-01-18,4,21.3,3.3,0,17.3,30,0,0,0
2025-01-18,5,21.3,0,0,11.9,55.9,0,0,0
2025-01-18,6,24.3,1.5,0,15.1,67.6,0,0,0
2025-01-18,7,25.7,0,2.07,16.6,31.3,232.9,0.418,0
2025-01-18,8,26.9,10.6,3.67,10.3,71.2,410.2,0.733,0
2025-01-18,9,28.1,0,5.66,16.0,47.9,636.4,1.131,1.003
2025-01-18,10,29.0,0,6.93,9.0,62.7,779.4,1.38,0
2025-01-18,11,29.7,56.7,4.36,12.7,75.4,458.5,0.81,0
2025-01-18,12,30.2,11.7,7.28,12.7,54.3,812.1,1.432,0.245
2025-01-18,13,30.3,58.3,4.26,9.9,56.6,446.7,0.787,0
2025-01-18,14,30.2,27.0,5.49,8.4,30,603.9,1.065,0
2025-01-18,15,29.7,4.6,5.46,6.4,52.7,612.2,1.081,0.197
2025-01-18,16,29.0,29.9,3.08,15.0,64.8,338.0,0.599,0.055
2025-01-18,17,28.1,53.2,1.22,7.3,49.0,129.7,0.231,0
2025-01-18,18,26.9,28.6,0.0,13.2,69.5,0.0,0.0,0
2025-01-18,19,25.7,24.7,0,6.1,35.5,0,0,0
2025-01-18,20,24.3,9.9,0,9.4,52.0,0,0,0
2025-01-18,21,21.3,24.5,0,22.0,53.2,0,0,0
2025-01-18,22,21.3,10.8,0,10.4,57.9,0,0,0
2025-01-18,23,21.3,4.3,0,13.0,30,0,0,0
2025-01-19,0,20.4,30.6,0,13.0,64.0,0,0,0
2025-01-19,1,20.4,49.2,0,14.0,66.4,0,0,0
2025-01-19,2,20.4,8.9,0,13.5,52.1,0,0,0
2025-01-19,3,20.4,16.9,0,13.5,66.2,0,0,0
2025-01-19,4,20.4,21.1,0,4.1,30,0,0,0
2025-01-19,5,20.4,7.9,0,15.4,75.9,0,0,0
2025-01-19,6,23.4,68.8,0,12.2,59.1,0,0,0
2025-01-19,7,24.8,0,2.07,20.7,78.6,232.9,0.419,0.348
2025-01-19,8,26.0,3.5,3.89,13.8,32.0,436.9,0.783,0
2025-01-19,9,27.2,31.7,4.28,11.8,70.4,468.0,0.835,0
2025-01-19,10,28.1,51.5,4.18,10.1,43.7,445.1,0.791,0
2025-01-19,11,28.8,25.5,6.21,9.6,49.8,684.8,1.214,1.028
2025-01-19,12,29.3,38.8,5.61,9.0,56.1,609.1,1.078,0.72
2025-01-19,13,29.4,43.7,5.13,17.9,78.8,552.6,0.977,0.684
2025-01-19,14,29.3,27.5,5.46,23.2,62.7,600.7,1.063,0.732
2025-01-19,15,28.8,61.7,2.97,8.0,61.3,308.9,0.548,0
2025-01-19,16,28.1,17.9,3.45,21.4,74.7,382.7,0.68,0
2025-01-19,17,27.2,9.8,1.91,8.0,40.1,213.9,0.382,0
2025-01-19,18,26.0,56.5,0.0,10.1,49.0,0.0,0.0,0
2025-01-19,19,24.8,54.6,0,14.8,47.1,0,0,0
2025-01-19,20,23.4,21.3,0,11.5,70.4,0,0,0
2025-01-19,21,20.4,19.9,0,21.5,50.4,0,0,0
2025-01-19,22,20.4,35.5,0,7.5,84.5,0,0,0
2025-01-19,23,20.4,31.8,0,11.8,72.6,0,0,0
2025-01-20,0,18.7,8.7,0,12.6,54.5,0,0,0
2025-01-20,1,18.7,38.4,0,29.7,52.0,0,0,0
2025-01-20,2,18.7,38.5,0,14.4,59.1,0,0,0
2025-01-20,3,18.7,20.8,0,8.3,90,0,0,0
2025-01-20,4,18.7,31.4,0,7.7,55.6,0,0,0
2025-01-20,5,18.7,26.0,0,8.8,53.4,0,0,0
2025-01-20,6,21.7,36.9,0,10.2,47.6,0,0,0
2025-01-20,7,23.0,20.3,1.75,13.0,31.5,193.6,0.348,0.053
2025-01-20,8,24.3,32.5,3.0,13.0,41.4,328.1,0.591,0.18
2025-01-20,9,25.4,10.3,5.21,13.9,74.9,582.0,1.046,0
2025-01-20,10,26.4,35.0,5.06,5.9,56.6,552.2,0.988,0
2025-01-20,11,27.1,32.0,5.82,5.3,68.1,637.2,1.137,1.054
2025-01-20,12,27.5,31.7,6.05,7.8,71.4,662.1,1.18,0.44
2025-01-20,13,27.7,0,7.73,22.9,58.2,869.3,1.548,0.833
2025-01-20,14,27.5,35.9,5.01,9.2,66.1,546.1,0.973,0.422
2025-01-20,15,27.1,59.7,3.06,14.5,67.4,319.5,0.57,0
2025-01-20,16,26.4,49.2,2.49,12.2,38.0,265.4,0.475,0.294
2025-01-20,17,25.4,33.0,1.54,10.0,30,168.8,0.303,0
2025-01-20,18,24.3,11.4,0.0,19.1,36.6,0.0,0.0,0
2025-01-20,19,23.0,47.6,0,20.7,30,0,0,0
2025-01-20,20,21.7,0.5,0,11.5,52.0,0,0,0
2025-01-20,21,18.7,24.0,0,12.5,64.4,0,0,0
2025-01-20,22,18.7,24.9,0,21.2,61.6,0,0,0
2025-01-20,23,18.7,26.7,0,12.3,57.7,0,0,0
2025-01-21,0,18.4,13.8,0,11.3,48.3,0,0,0
2025-01-21,1,18.4,23.8,0,10.5,67.5,0,0,0
2025-01-21,2,18.4,41.3,0,11.5,62.5,0,0,0
2025-01-21,3,18.4,42.5,0,17.1,60.4,0,0,0
2025-01-21,4,18.4,16.4,0,11.9,46.0,0,0,0
2025-01-21,5,18.4,43.3,0,10.1,30,0,0,0
2025-01-21,6,21.4,43.3,0,2.6,76.8,0,0,0
2025-01-21,7,22.8,17.2,1.8,15.1,46.8,199.6,0.359,0
2025-01-21,8,24.0,43.4,2.66,15.7,30,287.2,0.517,0
2025-01-21,9,25.2,28.8,4.4,10.6,30,483.6,0.87,0
2025-01-21,10,26.1,19.5,5.89,12.0,70.7,652.7,1.169,0.22
2025-01-21,11,26.8,8.8,7.2,16.6,69.5,805.6,1.439,0.682
2025-01-21,12,27.3,34.0,5.91,14.7,56.1,645.1,1.151,0
2025-01-21,13,27.4,32.8,5.78,0.4,36.7,631.6,1.126,0
2025-01-21,14,27.3,0,6.93,13.0,52.4,779.4,1.39,0.428
2025-01-21,15,26.8,22.0,4.7,19.5,52.2,519.6,0.928,0
2025-01-21,16,26.1,49.7,2.47,9.3,47.1,263.5,0.472,0
2025-01-21,17,25.2,0,2.07,17.0,52.0,232.9,0.419,0
2025-01-21,18,24.0,41.6,0.0,16.9,68.8,0.0,0.0,0
2025-01-21,19,22.8,9.2,0,11.7,36.9,0,0,0
2025-01-21,20,21.4,30.2,0,13.9,60.6,0,0,0
2025-01-21,21,18.4,11.3,0,14.3,55.3,0,0,0
2025-01-21,22,18.4,33.6,0,15.7,37.6,0,0,0
2025-01-21,23,18.4,17.1,0,9.3,50.9,0,0,0
2025-01-22,0,18.5,7.9,0,8.3,50.9,0,0,0
2025-01-22,1,18.5,38.8,0,7.1,53.8,0,0,0
2025-01-22,2,18.5,43.6,0,12.3,62.2,0,0,0
2025-01-22,3,18.5,13.7,0,7.9,55.7,0,0,0
2025-01-22,4,18.5,15.3,0,20.3,58.0,0,0,0
2025-01-22,5,18.5,31.2,0,10.3,57.0,0,0,0
2025-01-22,6,21.5,0,0,15.0,63.3,0,0,0
2025-01-22,7,22.9,34.1,1.53,11.8,46.3,166.8,0.3,0
2025-01-22,8,24.1,7.0,3.78,18.0,33.2,423.8,0.763,0
2025-01-22,9,25.3,0,5.66,3.9,52.3,636.4,1.144,0.029
2025-01-22,10,26.2,26.4,5.52,6.3,60.1,608.1,1.089,0
2025-01-22,11,26.9,0,7.73,19.1,76.8,869.3,1.553,1.547
2025-01-22,12,27.4,27.6,6.3,5.4,30,692.9,1.235,0.377
2025-01-22,13,27.5,25.7,6.2,4.4,67.9,683.3,1.217,0
2025-01-22,14,27.4,9.7,6.41,8.9,39.1,716.2,1.277,0.192
2025-01-22,15,26.9,31.5,4.28,10.7,69.4,469.1,0.838,0.005
2025-01-22,16,26.2,11.8,3.64,14.9,61.7,405.7,0.727,0
2025-01-22,17,25.3,0,2.07,9.0,58.3,232.9,0.419,0
2025-01-22,18,24.1,41.0,0.0,17.2,49.4,0.0,0.0,0
2025-01-22,19,22.9,20.8,0,7.7,80.8,0,0,0
2025-01-22,20,21.5,38.1,0,11.1,30,0,0,0
2025-01-22,21,18.5,44.6,0,18.2,60.7,0,0,0
2025-01-22,22,18.5,55.2,0,7.9,30,0,0,0
2025-01-22,23,18.5,7.9,0,4.4,52.5,0,0,0
2025-01-23,0,19.1,46.0,0,4.8,84.3,0,0,0
2025-01-23,1,19.1,16.0,0,11.6,44.3,0,0,0
2025-01-23,2,19.1,39.4,0,2.8,41.1,0,0,0
2025-01-23,3,19.1,3.5,0,12.4,30,0,0,0
2025-01-23,4,19.1,0,0,3.0,49.8,0,0,0
2025-01-23,5,19.1,2.0,0,24.6,63.3,0,0,0
2025-01-23,6,22.1,3.7,0,18.0,40.9,0,0,0
2025-01-23,7,23.4,66.8,1.01,11.4,47.3,103.3,0.186,0
2025-01-23,8,24.7,30.6,3.06,6.1,53.7,335.4,0.604,0.322
2025-01-23,9,25.8,36.6,4.06,18.4,43.8,442.2,0.793,0
2025-01-23,10,26.8,13.7,6.2,11.0,51.7,690.2,1.234,0.617
2025-01-23,11,27.5,29.0,6.0,7.8,54.5,659.2,1.175,0.718
2025-01-23,12,27.9,23.4,6.56,15.6,38.3,724.9,1.289,0.287
2025-01-23,13,28.1,32.7,5.78,17.5,43.9,632.3,1.124,0.154
2025-01-23,14,27.9,19.8,5.87,4.8,44.9,650.6,1.157,0.295
2025-01-23,15,27.5,16.4,4.94,13.3,69.0,549.6,0.979,0.819
2025-01-23,16,26.8,53.1,2.37,14.5,60.4,250.7,0.448,0
2025-01-23,17,25.8,37.2,1.48,5.8,56.9,160.7,0.288,0.269
2025-01-23,18,24.7,18.3,0.0,12.6,41.9,0.0,0.0,0
2025-01-23,19,23.4,17.6,0,14.4,54.3,0,0,0
2025-01-23,20,22.1,34.1,0,8.0,48.1,0,0,0
2025-01-23,21,19.1,20.0,0,13.1,70.3,0,0,0
2025-01-23,22,19.1,8.2,0,5.5,62.7,0,0,0
2025-01-23,23,19.1,69.5,0,15.2,63.0,0,0,0
2025-01-24,0,19.5,31.8,0,8.1,30,0,0,0
2025-01-24,1,19.5,0,0,15.5,51.5,0,0,0
2025-01-24,2,19.5,22.2,0,8.5,43.9,0,0,0
2025-01-24,3,19.5,63.0,0,13.0,44.2,0,0,0
2025-01-24,4,19.5,16.9,0,14.5,67.2,0,0,0
2025-01-24,5,19.5,22.1,0,16.6,67.2,0,0,0
2025-01-24,6,22.5,19.0,0,13.1,75.0,0,0,0
2025-01-24,7,23.8,51.2,1.26,12.1,64.8,133.6,0.241,0
2025-01-24,8,25.1,25.4,3.22,13.3,48.0,354.6,0.638,0.404
2025-01-24,9,26.2,9.3,5.25,11.4,48.6,587.0,1.052,0.647
2025-01-24,10,27.2,30.3,5.31,9.7,30,582.5,1.039,0
2025-01-24,11,27.9,38.3,5.45,14.5,66.8,592.1,1.054,0
2025-01-24,12,28.3,0,8.0,20.8,64.6,900.0,1.599,0.842
2025-01-24,13,28.5,72.4,3.42,12.8,71.3,344.7,0.612,0.416
2025-01-24,14,28.3,20.8,5.82,8.3,71.1,644.3,1.144,0.592
2025-01-24,15,27.9,9.3,5.25,12.2,75.5,587.1,1.045,0.726
2025-01-24,16,27.2,32.1,3.01,10.2,36.3,329.6,0.588,0.182
2025-01-24,17,26.2,23.0,1.7,12.7,40.4,188.4,0.337,0
2025-01-24,18,25.1,9.3,0.0,10.2,50.1,0.0,0.0,0
2025-01-24,19,23.8,30.4,0,14.6,44.4,0,0,0
2025-01-24,20,22.5,44.9,0,16.1,43.6,0,0,0
2025-01-24,21,19.5,43.0,0,16.0,60.2,0,0,0
2025-01-24,22,19.5,47.3,0,17.7,51.9,0,0,0
2025-01-24,23,19.5,44.9,0,13.6,30,0,0,0
2025-01-25,0,22.0,36.9,0,19.4,59.2,0,0,0
2025-01-25,1,22.0,12.7,0,16.1,42.4,0,0,0
2025-01-25,2,22.0,0,0,14.7,43.5,0,0,0
2025-01-25,3,22.0,29.1,0,14.2,75.8,0,0,0
2025-01-25,4,22.0,8.0,0,13.4,56.1,0,0,0
2025-01-25,5,22.0,30.4,0,16.0,51.9,0,0,0
2025-01-25,6,25.0,28.9,0,10.0,47.8,0,0,0
2025-01-25,7,26.3,0,2.07,8.6,54.5,232.9,0.417,0
2025-01-25,8,27.6,46.4,2.57,11.9,55.5,276.2,0.492,0
2025-01-25,9,28.7,27.7,4.45,7.9,83.4,489.4,0.868,0
2025-01-25,10,29.7,35.5,5.04,15.6,58.3,549.1,0.97,0.803
2025-01-25,11,30.4,28.5,6.03,8.7,76.4,662.6,1.167,1.038
2025-01-25,12,30.9,8.0,7.51,10.3,40.9,840.3,1.477,0.356
2025-01-25,13,31.0,32.7,5.78,8.4,85.6,632.3,1.111,0.475
2025-01-25,14,30.9,50.9,4.22,18.9,45.2,448.8,0.789,0
2025-01-25,15,30.4,38.6,3.98,5.8,50.2,432.0,0.761,0
2025-01-25,16,29.7,27.0,3.17,6.6,62.8,348.9,0.616,0
2025-01-25,17,28.7,48.6,1.3,18.1,77.5,138.7,0.246,0
2025-01-25,18,27.6,33.4,0.0,11.6,73.8,0.0,0.0,0
2025-01-25,19,26.3,8.7,0,7.2,55.0,0,0,0
2025-01-25,20,25.0,32.0,0,9.2,60.3,0,0,0
2025-01-25,21,22.0,45.5,0,17.9,49.7,0,0,0
2025-01-25,22,22.0,12.1,0,6.6,53.4,0,0,0
2025-01-25,23,22.0,15.0,0,15.4,61.2,0,0,0
2025-01-26,0,20.3,6.6,0,20.0,30.8,0,0,0
2025-01-26,1,20.3,14.9,0,8.6,37.5,0,0,0
2025-01-26,2,20.3,28.8,0,2.6,64.3,0,0,0
2025-01-26,3,20.3,35.9,0,12.5,60.1,0,0,0
2025-01-26,4,20.3,35.1,0,19.4,48.0,0,0,0
2025-01-26,5,20.3,28.1,0,7.3,57.8,0,0,0
2025-01-26,6,23.3,27.7,0,12.3,80.0,0,0,0
2025-01-26,7,24.6,23.4,1.7,9.1,30,187.6,0.338,0
2025-01-26,8,25.9,43.0,2.68,15.7,46.1,288.9,0.518,0
2025-01-26,9,27.0,30.2,4.34,23.2,56.8,476.2,0.85,0
2025-01-26,10,28.0,0,6.93,3.6,48.4,779.4,1.386,1.017
2025-01-26,11,28.7,12.5,6.98,12.8,57.7,778.5,1.381,0.219
2025-01-26,12,29.1,33.9,5.91,8.5,63.4,645.4,1.143,0
2025-01-26,13,29.3,51.2,4.68,14.7,51.0,498.3,0.882,0
2025-01-26,14,29.1,40.9,4.75,4.8,50.6,513.5,0.909,0
2025-01-26,15,28.7,36.3,4.08,10.0,68.0,443.8,0.787,0
2025-01-26,16,28.0,0,4.0,18.9,55.3,450.0,0.8,0
2025-01-26,17,27.0,30.8,1.58,5.6,35.0,173.2,0.309,0
2025-01-26,18,25.9,64.9,0.0,5.2,37.4,0.0,0.0,0
2025-01-26,19,24.6,25.8,0,10.0,73.8,0,0,0
2025-01-26,20,23.3,20.5,0,9.2,30,0,0,0
2025-01-26,21,20.3,43.5,0,17.2,59.0,0,0,0
2025-01-26,22,20.3,24.7,0,11.6,70.9,0,0,0
2025-01-26,23,20.3,0,0,8.4,60.5,0,0,0
2025-01-27,0,19.0,23.1,0,9.2,68.7,0,0,0
2025-01-27,1,19.0,44.9,0,2.4,61.4,0,0,0
2025-01-27,2,19.0,39.4,0,7.7,49.6,0,0,0
2025-01-27,3,19.0,40.2,0,14.3,30,0,0,0
2025-01-27,4,19.0,38.1,0,21.0,30,0,0,0
2025-01-27,5,19.0,0,0,5.8,76.0,0,0,0
2025-01-27,6,22.0,36.1,0,10.1,73.7,0,0,0
2025-01-27,7,23.3,0,2.07,12.9,50.8,232.9,0.419,0
2025-01-27,8,24.6,42.5,2.69,15.2,56.7,290.7,0.523,0
2025-01-27,9,25.7,17.0,4.92,12.7,47.3,546.1,0.98,0.109
2025-01-27,10,26.7,8.7,6.47,6.7,64.2,723.0,1.293,0.446
2025-01-27,11,27.4,17.2,6.71,13.5,68.3,745.0,1.328,0.506
2025-01-27,12,27.8,63.1,4.12,19.6,74.4,426.9,0.76,0.38
2025-01-27,13,28.0,45.4,5.03,15.5,54.8,540.8,0.962,0.131
2025-01-27,14,27.8,48.2,4.36,13.0,74.3,466.5,0.83,0.66
2025-01-27,15,27.4,0,5.66,11.4,68.4,636.4,1.135,1.025
2025-01-27,16,26.7,34.9,2.93,2.7,66.1,319.2,0.571,0
2025-01-27,17,25.7,17.6,1.79,3.8,89.5,198.8,0.357,0
2025-01-27,18,24.6,65.3,0.0,19.5,71.9,0.0,0.0,0
2025-01-27,19,23.3,49.1,0,23.2,31.1,0,0,0
2025-01-27,20,22.0,11.7,0,12.3,49.9,0,0,0
2025-01-27,21,19.0,22.6,0,12.6,46.4,0,0,0
2025-01-27,22,19.0,17.3,0,10.6,39.8,0,0,0
2025-01-27,23,19.0,0,0,5.0,30,0,0,0
2025-01-28,0,19.4,41.3,0,19.2,41.2,0,0,0
2025-01-28,1,19.4,53.5,0,13.2,48.2,0,0,0
2025-01-28,2,19.4,21.1,0,0.1,54.2,0,0,0
2025-01-28,3,19.4,19.1,0,17.1,66.1,0,0,0
2025-01-28,4,19.4,59.6,0,19.4,49.8,0,0,0
2025-01-28,5,19.4,11.3,0,3.0,64.4,0,0,0
2025-01-28,6,22.4,28.1,0,12.7,75.7,0,0,0
2025-01-28,7,23.8,48.0,1.31,8.1,50.8,139.8,0.252,0
2025-01-28,8,25.0,16.8,3.48,13.9,68.2,386.9,0.696,0
2025-01-28,9,26.2,7.5,5.33,16.4,30,596.8,1.069,1.048
2025-01-28,10,27.1,18.7,5.93,14.4,30,657.8,1.174,0
2025-01-28,11,27.8,24.5,6.27,15.1,57.1,691.5,1.231,0.004
2025-01-28,12,28.3,16.4,6.99,7.5,46.3,776.7,1.38,0.112
2025-01-28,13,28.4,26.8,6.14,4.0,73.9,675.3,1.199,0.283
2025-01-28,14,28.3,40.9,4.75,14.1,61.7,513.9,0.913,0.029
2025-01-28,15,27.8,66.4,2.77,14.9,57.5,284.1,0.506,0
2025-01-28,16,27.1,0,4.0,13.3,44.3,450.0,0.803,0.794
2025-01-28,17,26.2,37.1,1.48,8.0,48.5,160.9,0.288,0.257
2025-01-28,18,25.0,0,0.0,15.7,63.1,0.0,0.0,0
2025-01-28,19,23.8,28.2,0,11.4,66.9,0,0,0
2025-01-28,20,22.4,23.0,0,18.5,30,0,0,0
2025-01-28,21,19.4,16.2,0,18.3,59.1,0,0,0
2025-01-28,22,19.4,49.0,0,5.8,40.7,0,0,0
2025-01-28,23,19.4,3.9,0,10.2,81.2,0,0,0
2025-01-29,0,24.0,13.6,0,9.2,79.0,0,0,0
2025-01-29,1,24.0,0,0,11.6,43.8,0,0,0
2025-01-29,2,24.0,45.4,0,16.2,60.0,0,0,0
2025-01-29,3,24.0,47.9,0,11.6,47.5,0,0,0
2025-01-29,4,24.0,36.1,0,10.4,61.6,0,0,0
2025-01-29,5,24.0,40.1,0,8.0,36.7,0,0,0
2025-01-29,6,27.0,33.7,0,12.9,59.9,0,0,0
2025-01-29,7,28.4,13.4,1.86,19.5,30,206.9,0.367,0
2025-01-29,8,29.6,10.1,3.69,17.8,45.6,412.2,0.728,0.608
2025-01-29,9,30.8,36.4,4.07,17.9,69.1,443.3,0.779,0
2025-01-29,10,31.7,23.5,5.67,2.9,68.2,626.7,1.098,0.996
2025-01-29,11,32.4,0,7.73,13.0,53.1,869.3,1.518,1.483
2025-01-29,12,32.9,40.2,5.52,14.0,65.2,598.3,1.043,0
2025-01-29,13,33.0,29.0,6.0,17.0,61.3,659.3,1.149,0
2025-01-29,14,32.9,50.9,4.22,10.0,47.0,449.0,0.783,0
2025-01-29,15,32.4,51.4,3.42,10.4,79.0,363.9,0.635,0
2025-01-29,16,31.7,42.4,2.7,10.5,61.8,291.0,0.51,0.228
2025-01-29,17,30.8,0,2.07,9.7,33.3,232.9,0.41,0.092
2025-01-29,18,29.6,0,0.0,8.1,77.1,0.0,0.0,0
2025-01-29,19,28.4,0.0,0,16.2,52.3,0,0,0
2025-01-29,20,27.0,30.9,0,18.7,60.9,0,0,0
2025-01-29,21,24.0,0,0,12.2,54.3,0,0,0
2025-01-29,22,24.0,47.3,0,17.7,46.3,0,0,0
2025-01-29,23,24.0,50.9,0,14.4,52.8,0,0,0
2025-01-30,0,19.6,31.2,0,14.3,55.7,0,0,0
2025-01-30,1,19.6,16.4,0,6.5,63.7,0,0,0
2025-01-30,2,19.6,0,0,9.5,44.2,0,0,0
2025-01-30,3,19.6,14.3,0,11.6,78.6,0,0,0
2025-01-30,4,19.6,27.8,0,7.8,60.8,0,0,0
2025-01-30,5,19.6,0,0,10.9,73.0,0,0,0
2025-01-30,6,22.6,26.8,0,12.5,33.4,0,0,0
2025-01-30,7,23.9,29.4,1.6,2.2,89.4,175.8,0.316,0
2025-01-30,8,25.2,25.4,3.22,9.8,62.9,354.9,0.638,0.548
2025-01-30,9,26.3,26.9,4.49,5.6,54.8,493.9,0.884,0.611
2025-01-30,10,27.2,42.7,4.65,10.2,60.5,501.9,0.895,0
2025-01-30,11,28.0,35.1,5.64,14.6,50.8,615.2,1.094,1.05
2025-01-30,12,28.4,27.6,6.3,8.3,72.5,692.9,1.23,0.276
2025-01-30,13,28.6,22.4,6.4,7.0,77.3,707.1,1.255,0.565
2025-01-30,14,28.4,5.6,6.63,21.7,74.0,742.7,1.319,1.221
2025-01-30,15,28.0,45.4,3.68,8.9,43.0,395.7,0.704,0
2025-01-30,16,27.2,49.0,2.49,14.4,30,266.4,0.475,0
2025-01-30,17,26.3,49.1,1.29,9.5,47.3,137.7,0.247,0
2025-01-30,18,25.2,23.4,0.0,17.3,56.2,0.0,0.0,0
2025-01-30,19,23.9,38.4,0,9.4,45.1,0,0,0
2025-01-30,20,22.6,30.4,0,18.3,71.5,0,0,0
2025-01-30,21,19.6,58.2,0,11.1,79.9,0,0,0
2025-01-30,22,19.6,21.4,0,16.4,30,0,0,0
2025-01-30,23,19.6,28.8,0,9.2,36.5,0,0,0
2025-01-31,0,17.8,5.2,0,14.6,85.1,0,0,0
2025-01-31,1,17.8,32.4,0,2.2,67.4,0,0,0
2025-01-31,2,17.8,61.4,0,11.7,58.2,0,0,0
2025-01-31,3,17.8,27.7,0,11.9,62.3,0,0,0
2025-01-31,4,17.8,19.0,0,14.5,60.2,0,0,0
2025-01-31,5,17.8,40.4,0,14.4,75.8,0,0,0
2025-01-31,6,20.8,9.4,0,13.3,54.5,0,0,0
2025-01-31,7,22.1,33.0,1.54,4.6,72.3,168.9,0.304,0
2025-01-31,8,23.4,30.6,3.06,9.9,58.0,335.3,0.604,0.574
2025-01-31,9,24.5,42.4,3.81,11.7,60.5,411.4,0.741,0.01
2025-01-31,10,25.5,18.0,5.97,15.5,67.0,662.5,1.19,0.922
2025-01-31,11,26.2,20.5,6.51,9.4,53.7,720.6,1.291,1.122
2025-01-31,12,26.6,1.5,7.91,8.5,69.0,888.8,1.59,0.212
2025-01-31,13,26.8,16.9,6.73,14.8,85.4,747.2,1.336,0.239
2025-01-31,14,26.6,16.6,6.04,11.6,64.3,671.6,1.201,0.804
2025-01-31,15,26.2,30.4,4.33,12.6,39.7,475.2,0.851,0.016
2025-01-31,16,25.5,23.9,3.27,11.5,56.7,360.5,0.648,0
2025-01-31,17,24.5,10.7,1.9,6.9,33.1,212.2,0.382,0
2025-01-31,18,23.4,15.8,0.0,17.6,38.0,0.0,0.0,0
2025-01-31,19,22.1,16.3,0,16.7,69.6,0,0,0
2025-01-31,20,20.8,21.7,0,9.7,59.5,0,0,0
2025-01-31,21,17.8,52.4,0,12.2,65.3,0,0,0
2025-01-31,22,17.8,18.1,0,9.3,62.8,0,0,0
2025-01-31,23,17.8,53.7,0,18.4,61.9,0,0,0
2025-02-01,0,17.2,18.9,0,7.8,43.5,0,0,0
2025-02-01,1,17.2,4.9,0,12.2,54.9,0,0,0
2025-02-01,2,17.2,39.5,0,7.2,30,0,0,0
2025-02-01,3,17.2,0,0,6.3,37.0,0,0,0
2025-02-01,4,17.2,20.3,0,7.1,34.6,0,0,0
2025-02-01,5,17.2,20.5,0,8.9,74.0,0,0,0
2025-02-01,6,20.2,29.6,0,18.8,51.9,0,0,0
2025-02-01,7,21.5,68.6,0.98,10.9,37.1,99.8,0.18,0
2025-02-01,8,22.8,27.0,3.17,14.7,71.5,348.8,0.628,0
2025-02-01,9,23.9,14.2,5.04,3.0,50.3,561.2,1.01,0.652
2025-02-01,10,24.9,42.4,4.67,20.2,34.2,503.9,0.907,0
2025-02-01,11,25.6,32.1,5.82,19.9,36.4,637.1,1.144,1.079
2025-02-01,12,26.1,0,8.0,18.4,58.2,900.0,1.613,1.382
2025-02-01,13,26.2,15.7,6.8,12.0,62.0,755.8,1.354,0.819
2025-02-01,14,26.1,33.0,5.17,6.3,48.8,565.3,1.013,0.42
2025-02-01,15,25.6,27.5,4.46,19.7,54.6,490.5,0.881,0.207
2025-02-01,16,24.9,0,4.0,13.2,55.5,450.0,0.81,0
2025-02-01,17,23.9,13.6,1.85,7.9,68.5,206.5,0.372,0.016
2025-02-01,18,22.8,12.5,0.0,15.3,52.9,0.0,0.0,0
2025-02-01,19,21.5,27.6,0,10.4,52.8,0,0,0
2025-02-01,20,20.2,21.8,0,8.1,50.0,0,0,0
2025-02-01,21,17.2,38.3,0,18.0,66.6,0,0,0
2025-02-01,22,17.2,31.3,0,17.0,60.5,0,0,0
